web-scraper-order,web-scraper-start-url,Name,Units Sold,Price
1759721426-120,https://shopee.co.th/multyshopping#product_list,กดสั่งซื้อ 2 ชิ้น ราคา 239 บาท จนถึงวันที่ 22/10/25 เท่านั้น***Renu Fresh 355 ml. ผลิตภัณฑ์ทำความสะอาดคอนแทคเลนส์,217 sold,239
1759721426-121,https://shopee.co.th/multyshopping#product_list,(คอลเลคชั่นเก่า) Love Potion Lovely Perfume 10 ml. น้ำหอมเลิฟโพชั่นเลิฟลี่,671 sold,159
1759721426-122,https://shopee.co.th/multyshopping#product_list,Gvana Fruity Floral Lip Oil 2.5g. ลิปออยล์,4k+ sold,219
1759721426-123,https://shopee.co.th/multyshopping#product_list,Odbo Slim Gel Liner 0.7g.เจลไลเนอร์,12 sold,199
1759721426-124,https://shopee.co.th/multyshopping#product_list,4U2-Skin Pro Skin Longwear Foundation Powder Spf50+ Pa++++,632 sold,199
1759721426-125,https://shopee.co.th/multyshopping#product_list,กดสั่งซื้อ 2 ชิ้น ราคา 199 บาท จนถึงวันที่ 22/10/25 (คละสูตรได้)***D-nee Body Lotion 180ml. ดีนี่ บอดี้โลชั่น,112 sold,199
1759721426-126,https://shopee.co.th/multyshopping#product_list,2P Original-Oh My Blush 2in1 บลัชออน บลัชออนไร้ฝุ่น,2k+ sold,149
1759721426-127,https://shopee.co.th/multyshopping#product_list,Dinto Blur Glowy Lip Tint ลิปทินต์,6k+ sold,399
1759721426-128,https://shopee.co.th/multyshopping#product_list,SKINTIFIC Symwhite 377 Dark Spot Moisture Gel 30g. มอยเจอร์ เจล บำรุงผิวหน้า ปรับสีผิว จุดด่างดำ,191 sold,399
1759721426-129,https://shopee.co.th/multyshopping#product_list,BANOBAGI Damage Skin Premium Mask 25 ml.มาสก์บำรุงผิวหน้า สูตรกู้ผิวเสีย,422 sold,55
1759721426-130,https://shopee.co.th/multyshopping#product_list,Odbo Iconic Powder Blush 4.2 g.,69 sold,159
1759721426-131,https://shopee.co.th/multyshopping#product_list,MediHeal Toner Pad 170ml. #Retinol Collagen Lifting โทนเนอร์แพด,2k+ sold,499
1759721426-132,https://shopee.co.th/multyshopping#product_list,WONBE Premium Modeling Mask มาสก์เจล,292 sold,69
