web-scraper-order,web-scraper-start-url,Name,Units sold,Price
1759480126-136,https://shopee.com.my/ippuni#product_list,ANUA Rice 70 Glow Milky Toner 250ml,124 sold,69.30
1759480126-137,https://shopee.com.my/ippuni#product_list,SOMEBYMI AHA BHA PHA 30 Days Miracle Serum 14/50ml,2k+ sold,56.38
1759480126-138,https://shopee.com.my/ippuni#product_list,ANUA Peach 70% Niacinamide Serum 30ml / Peach 77 Niacin Enriched Cream 50ml / Peach 77 Niacin Essence Toner 250ml,283 sold,63.00
1759480126-139,https://shopee.com.my/ippuni#product_list,MIXSOON Soondy Centella Asiatica Essence 50/100ml,174 sold,36.40
1759480126-140,https://shopee.com.my/ippuni#product_list,ANUA Heartleaf 77% Soothing Toner / Soothing Ampoule / Clear Pad/ /Trial Kit /Quercetinol Cleansing Foam/ Oil/Sun cream,579 sold,19.80
1759480126-141,https://shopee.com.my/ippuni#product_list,RETRO NAILS Waterbased Peel Off Nail Polish Wudhu Friendly Quicky Dry No Need Remover 10ml (14 Colours),47 sold,14.80
1759480126-142,https://shopee.com.my/ippuni#product_list,LINDSAY Modeling Mask Cup Pack 28g (8 kinds),3k+ sold,8.00
1759480126-143,https://shopee.com.my/ippuni#product_list,IPPUNI Penutup Muka KF94 Premium 4ply Face Mask 1PC [Adult/Ear Loop/Head Loop/Hijab] (Individually Packed),4k+ sold,0.48
1759480126-144,https://shopee.com.my/ippuni#product_list,[CLEARANCE] Exp 29 Jan 2026 SEOUL 4PM Vita Glow C 13.5% Serum Concentrated Pure Vitamin C 15ml,2 sold,19.95
1759480126-145,https://shopee.com.my/ippuni#product_list,ANUA Heartleaf Pore Control Cleansing Oil MILD 200ml,21 sold,67.92
1759480126-146,https://shopee.com.my/ippuni#product_list,MEDICUBE Zero Pore Pad 100ml (70pads),163 sold,73.90
1759480126-147,https://shopee.com.my/ippuni#product_list,KSECRET SEOUL 1988 Eye Cream : Retinal Liposome 4% + Fermented Bean 30ml,3 sold,69.90
1759480126-148,https://shopee.com.my/ippuni#product_list,NEEDS Magic Potion Hair Mask / Treatment Shampoo Travel Kit Mini 70ml,548 sold,15.00
1759480126-149,https://shopee.com.my/ippuni#product_list,GALAXY COLORS Perfume EDP Pour Homme For Men Long Lasting Perfume Arab Perfume Lelaki 100ml,7 sold,49.50
1759480126-150,https://shopee.com.my/ippuni#product_list,FULLY Green Tomato Clay Mask Cleanser / Toner / Serum / Facial Cream,5 sold,68.67
1759480126-151,https://shopee.com.my/ippuni#product_list,Anua Heartleaf Pore Control Cleansing Oil 200ml + Heartleaf Quercetinol Pore Deep Cleansing Foam 150ml,3k+ sold,39.10
1759480126-152,https://shopee.com.my/ippuni#product_list,TO BEST COLLECTION Retinol 0.2% / Retinol 1%/ Mandelic Acid 10% Serum /Hyaluronic Acid 30ml,2k+ sold,32.00
1759480126-153,https://shopee.com.my/ippuni#product_list,[ADD ON GIFT] GALAXY COLORS Perfume EDP Pour Homme For Men (Zaffiro) Vial Mini Size,8 sold,7.00
1759480126-154,https://shopee.com.my/ippuni#product_list,HEALEZ Melt The Day Away Makeup Remover 30g/80g,179 sold,29.90
1759480126-155,https://shopee.com.my/ippuni#product_list,iUNIK Centella Calming Gel Cream 60ml,272 sold,44.90
1759480126-156,https://shopee.com.my/ippuni#product_list,Daughters Of Malaya Blemish Free Jelly Cleanser 200ml,155 sold,39.00
1759480126-157,https://shopee.com.my/ippuni#product_list,Joyruqo娇润泉 Glorious Face Clear Cleanser 100g 臻颜净透洁面乳小杨哥七老板推荐三只羊,170 sold,31.00
1759480126-158,https://shopee.com.my/ippuni#product_list,JOYRUQO 娇润泉 Restructred Collagen Second Pulling Essence [BLACK BOX] 1.5mlx30pcs /5pcs 重组胶原蛋白次抛精华液小杨哥七老板推荐三只羊,95 sold,14.00
1759480126-159,https://shopee.com.my/ippuni#product_list,JOYRUQO娇润泉 Bifida Yeast Anti Wrinkle Firming Wrinkle Essence [RED LINE] 1.5mlx30pcs /5pcs 二裂酵母抗皱紧致淡纹次抛精华液小杨哥七老板推荐,40 sold,13.00
